ONS ID,ONS region ID,Constituency name,County name,Region name,Country name,MemberFirstName,MemberSurname,Member gender,Result,First party,Second party,Electorate,Valid votes,Invalid votes,Majority,FormulaWonVotes,FormulaWonShare,WinningVotes,WinningVoteShare,Con,Lab,LD,RUK,Green,SNP,PC,DUP,SF,SDLP,UUP,APNI,All other candidates,Of which other winner
S14000089,S92000003,Glasgow West,,Scotland,Scotland,Patricia,Ferguson,Female,Lab gain from SNP,Lab,SNP,69028,39902,186,6446,18621,46.7%,18621,46.7%,1720,18621,1316,2098,3662,12175,0,0,0,0,0,0,310,0
E14001247,E12000009,Glastonbury and Somerton,,South West,England,Sarah,Dyke,Female,LD gain from Con,LD,Con,73268,47642,203,6611,20364,42.7%,20364,42.7%,13753,3111,20364,7678,2736,0,0,0,0,0,0,0,0,0
S14000090,S92000003,Glenrothes and Mid Fife,,Scotland,Scotland,Richard,Baker,Male,Lab gain from SNP,Lab,SNP,70655,36139,124,2954,15994,44.3%,15994,44.3%,1973,15994,1604,3528,0,13040,0,0,0,0,0,0,0,0
E14001248,E12000009,Gloucester,,South West,England,Alex,McIntyre,Male,Lab gain from Con,Lab,Con,79475,45692,144,3431,16472,36.1%,16472,36.1%,13041,16472,4759,7307,2307,0,0,0,0,0,0,0,1806,0
E14001249,E12000008,Godalming and Ash,,South East,England,Jeremy,Hunt,Male,Con hold,Con,LD,75816,54696,138,891,23293,42.6%,23293,42.6%,23293,2748,22402,4815,1243,0,0,0,0,0,0,0,195,0
E14001250,E12000003,Goole and Pocklington,,Yorkshire and The Humber,England,David,Davis,Male,Con hold,Con,Lab,79925,49742,165,3572,18981,38.2%,18981,38.2%,18981,15409,3380,9054,2451,0,0,0,0,0,0,0,467,0
S14000091,S92000003,Gordon and Buchan,,Scotland,Scotland,Harriet,Cross,Female,Con hold,Con,SNP,69605,43848,166,878,14418,32.9%,14418,32.9%,14418,4686,7307,3897,0,13540,0,0,0,0,0,0,0,0
E14001251,E12000002,Gorton and Denton,,North West,England,Andrew,Gwynne,Male,Lab hold,Lab,RUK,76524,36560,175,13413,18555,50.8%,18555,50.8%,2888,18555,1399,5142,4810,0,0,0,0,0,0,0,3766,0
E14001252,E12000008,Gosport,,South East,England,Caroline,Dinenage,Female,Con hold,Con,Lab,73261,44277,134,6054,17830,40.3%,17830,40.3%,17830,11776,4039,7983,1948,0,0,0,0,0,0,0,701,0
W07000097,W92000004,Gower,,Wales,Wales,Tonia,Antoniazzi,Female,Lab hold,Lab,Con,76123,47229,160,11567,20480,43.4%,20480,43.4%,8913,20480,2593,8530,2488,0,3942,0,0,0,0,0,283,0
E14001253,E12000004,Grantham and Bourne,,East Midlands,England,Gareth,Davies,Male,Con hold,Con,Lab,73285,46125,150,4496,16770,36.4%,16770,36.4%,16770,12274,2027,9393,2570,0,0,0,0,0,0,0,3091,0
E14001254,E12000008,Gravesham,,South East,England,Lauren,Sullivan,Female,Lab gain from Con,Lab,Con,73094,43232,134,2712,16623,38.5%,16623,38.5%,13911,16623,1534,8910,2254,0,0,0,0,0,0,0,0,0
E14001255,E12000003,Great Grimsby and Cleethorpes,,Yorkshire and The Humber,England,Melanie,Onn,Female,Lab gain from Con,Lab,RUK,76157,36619,97,4803,15336,41.9%,15336,41.9%,8269,15336,1036,10533,1115,0,0,0,0,0,0,0,330,0
E14001256,E12000006,Great Yarmouth,,East of England,England,Rupert,Lowe,Male,RUK gain from Con,RUK,Lab,73317,40748,121,1426,14385,35.3%,14385,35.3%,10034,12959,1102,14385,1736,0,0,0,0,0,0,0,532,0
E14001257,E12000007,Greenwich and Woolwich,,London,England,Matthew,Pennycook,Male,Lab hold,Lab,Green,73073,42719,221,18366,23999,56.2%,23999,56.2%,4863,23999,3865,3305,5633,0,0,0,0,0,0,0,1054,0
E14001258,E12000008,Guildford,,South East,England,Zöe,Franklin,Female,LD gain from Con,LD,Con,70662,48294,162,8429,22937,47.5%,22937,47.5%,14508,3931,22937,4395,2268,0,0,0,0,0,0,0,255,0
E14001259,E12000007,Hackney North and Stoke Newington,,London,England,Diane,Abbott,Female,Lab hold,Lab,Green,77812,40959,254,15080,24355,59.5%,24355,59.5%,3457,24355,1562,1283,9275,0,0,0,0,0,0,0,1027,0
E14001260,E12000007,Hackney South and Shoreditch,,London,England,Meg,Hillier,Female,Lab hold,Lab,Green,78277,41701,213,14737,24724,59.3%,24724,59.3%,2076,24724,1996,1601,9987,0,0,0,0,0,0,0,1317,0
E14001261,E12000005,Halesowen,,West Midlands,England,Alex,Ballinger,Male,Lab gain from Con,Lab,Con,68549,38578,142,4364,15023,38.9%,15023,38.9%,10659,15023,2261,8484,2151,0,0,0,0,0,0,0,0,0
E14001262,E12000003,Halifax,,Yorkshire and The Humber,England,Kate,Dearden,Female,Lab hold,Lab,Con,77516,40214,149,6269,14135,35.1%,14135,35.1%,7866,14135,2359,7811,4133,0,0,0,0,0,0,0,3910,0
E14001263,E12000008,Hamble Valley,,South East,England,Paul,Holmes,Male,Con hold,Con,LD,79478,54004,187,4802,19671,36.4%,19671,36.4%,19671,8753,14869,8216,2310,0,0,0,0,0,0,0,185,0
S14000092,S92000003,Hamilton and Clyde Valley,,Scotland,Scotland,Imogen,Walker,Female,Lab gain from SNP,Lab,SNP,75480,42084,183,9472,21020,49.9%,21020,49.9%,4589,21020,1511,3299,0,11548,0,0,0,0,0,0,117,0
E14001264,E12000007,Hammersmith and Chiswick,,London,England,Andy,Slaughter,Male,Lab hold,Lab,Con,75860,46021,260,15290,24073,52.3%,24073,52.3%,8783,24073,4292,2929,4468,0,0,0,0,0,0,0,1476,0
E14001265,E12000007,Hampstead and Highgate,,London,England,Tulip,Siddiq,Female,Lab hold,Lab,Con,80029,48550,238,14970,23432,48.3%,23432,48.3%,8462,23432,6181,2940,6630,0,0,0,0,0,0,0,905,0
E14001266,E12000004,"Harborough, Oadby and Wigston",,East Midlands,England,Neil,O'Brien,Male,Con hold,Con,Lab,77075,50386,191,2378,18614,36.9%,18614,36.9%,18614,16236,4732,6332,4269,0,0,0,0,0,0,0,203,0
E14001267,E12000006,Harlow,,East of England,England,Chris,Vince,Male,Lab gain from Con,Lab,Con,74683,43357,117,2504,16313,37.6%,16313,37.6%,13809,16313,1350,9461,2267,0,0,0,0,0,0,0,157,0
E14001268,E12000006,Harpenden and Berkhamsted,,East of England,England,Victoria,Collins,Female,LD gain from Con,LD,Con,72242,54336,188,10708,27282,50.2%,27282,50.2%,16574,4061,27282,4245,1951,0,0,0,0,0,0,0,223,0
E14001269,E12000003,Harrogate and Knaresborough,,Yorkshire and The Humber,England,Tom,Gordon,Male,LD gain from Con,LD,Con,77955,52064,125,8238,23976,46.1%,23976,46.1%,15738,4153,23976,5679,1762,0,0,0,0,0,0,0,756,0
E14001270,E12000007,Harrow East,,London,England,Bob,Blackman,Male,Con hold,Con,Lab,76513,47777,204,11680,25466,53.3%,25466,53.3%,25466,13786,1511,2188,2006,0,0,0,0,0,0,0,2820,0
E14001271,E12000007,Harrow West,,London,England,Gareth,Thomas,Male,Lab hold,Lab,Con,79902,45241,150,6642,19833,43.8%,19833,43.8%,13191,19833,2404,2639,2438,0,0,0,0,0,0,0,4736,0
E14001272,E12000001,Hartlepool,,North East,England,Jonathan,Brash,Male,Lab hold,Lab,RUK,71437,35511,88,7698,16414,46.2%,16414,46.2%,7767,16414,572,8716,834,0,0,0,0,0,0,0,1208,0
E14001273,E12000006,Harwich and North Essex,,East of England,England,Bernard,Jenkin,Male,Con hold,Con,Lab,76296,48043,195,1162,16522,34.4%,16522,34.4%,16522,15360,3561,9806,2794,0,0,0,0,0,0,0,0,0
E14001274,E12000008,Hastings and Rye,,South East,England,Helena,Dollimore,Female,Lab gain from Con,Lab,Con,75939,45990,183,8653,19134,41.6%,19134,41.6%,10481,19134,2586,7401,5761,0,0,0,0,0,0,0,627,0
E14001275,E12000008,Havant,,South East,England,Alan,Mak,Male,Con hold,Con,Lab,72323,42186,133,92,12986,30.8%,12986,30.8%,12986,12894,3275,9959,2861,0,0,0,0,0,0,0,211,0
E14001276,E12000007,Hayes and Harlington,,London,England,John,McDonnell,Male,Lab hold,Lab,Con,74405,38315,118,12031,20405,53.3%,20405,53.3%,8374,20405,1316,4114,2131,0,0,0,0,0,0,0,1975,0
E14001277,E12000002,Hazel Grove,,North West,England,Lisa,Smart,Female,LD gain from Con,LD,Lab,72846,45998,170,6500,17328,37.7%,17328,37.7%,9011,10828,17328,6955,1763,0,0,0,0,0,0,0,113,0
E14001278,E12000006,Hemel Hempstead,,East of England,England,David,Taylor,Male,Lab gain from Con,Lab,Con,71035,44108,168,4857,16844,38.2%,16844,38.2%,11987,16844,5096,7689,2492,0,0,0,0,0,0,0,0,0
E14001279,E12000007,Hendon,,London,England,David,Pinto-Duschinsky,Male,Lab gain from Con,Lab,Con,74865,41256,190,15,15855,38.4%,15855,38.4%,15840,15855,1966,3038,2667,0,0,0,0,0,0,0,1890,0
E14001280,E12000008,Henley and Thame,,South East,England,Freddie,Van Mierlo,Male,LD gain from Con,LD,Con,73749,53157,174,6267,23904,45.0%,23904,45.0%,17637,3574,23904,5213,2008,0,0,0,0,0,0,0,821,0
E14001281,E12000005,Hereford and South Herefordshire,,West Midlands,England,Jesse,Norman,Male,Con hold,Con,Lab,72203,45572,154,1279,14871,32.6%,14871,32.6%,14871,13592,5325,8395,3175,0,0,0,0,0,0,0,214,0
E14001282,E12000008,Herne Bay and Sandwich,,South East,England,Roger,Gale,Male,Con hold,Con,Lab,77869,48827,196,2499,17243,35.3%,17243,35.3%,17243,14744,2709,10602,3529,0,0,0,0,0,0,0,0,0
E14001283,E12000006,Hertford and Stortford,,East of England,England,Joshua Robert Abraham,Dean,Male,Lab gain from Con,Lab,Con,78915,54009,203,4748,20808,38.5%,20808,38.5%,16060,20808,4167,8325,4373,0,0,0,0,0,0,0,276,0
E14001284,E12000006,Hertsmere,,East of England,England,Oliver,Dowden,Male,Con hold,Con,Lab,73465,48007,204,7992,21451,44.7%,21451,44.7%,21451,13459,3710,6584,2267,0,0,0,0,0,0,0,536,0
E14001285,E12000001,Hexham,,North East,England,Joe,Morris,Male,Lab gain from Con,Lab,Con,76431,51828,433,3713,23988,46.3%,23988,46.3%,20275,23988,2376,0,2467,0,0,0,0,0,0,0,2722,0
E14001286,E12000002,Heywood and Middleton North,,North West,England,Elsie,Blundell,Female,Lab hold,Lab,RUK,73328,37130,146,6082,15069,40.6%,15069,40.6%,6423,15069,2302,8987,0,0,0,0,0,0,0,0,4349,0
E14001287,E12000004,High Peak,,East Midlands,England,Jon,Pearce,Male,Lab gain from Con,Lab,Con,74385,49206,178,7908,22533,45.8%,22533,45.8%,14625,22533,1707,6959,3382,0,0,0,0,0,0,0,0,0
E14001288,E12000004,Hinckley and Bosworth,,East Midlands,England,Luke,Evans,Male,Con hold,Con,LD,76407,47799,147,5408,17032,35.6%,17032,35.6%,17032,8601,11624,8817,1514,0,0,0,0,0,0,0,211,0
E14001289,E12000006,Hitchin,,East of England,England,Alistair,Strathern,Male,Lab gain from Con,Lab,Con,75877,52510,179,8109,23067,43.9%,23067,43.9%,14958,23067,4913,6760,2631,0,0,0,0,0,0,0,181,0
E14001290,E12000007,Holborn and St Pancras,,London,England,Keir,Starmer,Male,Lab hold,Lab,Ind,71300,38602,223,11572,18884,48.9%,18884,48.9%,2776,18884,2236,2371,4030,0,0,0,0,0,0,0,8305,0
E14001291,E12000009,Honiton and Sidmouth,,South West,England,Richard,Foord,Male,LD gain from Con,LD,Con,75537,50655,137,6700,23007,45.4%,23007,45.4%,16307,2947,23007,6289,1394,0,0,0,0,0,0,0,711,0
E14001292,E12000007,Hornchurch and Upminster,,London,England,Julia,Lopez,Female,Con hold,Con,RUK,75438,46911,125,1943,15260,32.5%,15260,32.5%,15260,12939,2381,13317,2620,0,0,0,0,0,0,0,394,0
E14001293,E12000007,Hornsey and Friern Barnet,,London,England,Catherine,West,Female,Lab hold,Lab,Green,69885,48642,287,21475,28535,58.7%,28535,58.7%,4011,28535,6099,1989,7060,0,0,0,0,0,0,0,948,0
E14001294,E12000008,Horsham,,South East,England,John,Milne,Male,LD gain from Con,LD,Con,79150,55499,225,2517,21632,39.0%,21632,39.0%,19115,5979,21632,6116,2137,0,0,0,0,0,0,0,520,0
E14001295,E12000001,Houghton and Sunderland South,,North East,England,Bridget,Phillipson,Female,Lab hold,Lab,RUK,78448,40032,101,7169,18837,47.1%,18837,47.1%,5514,18837,2290,11668,1723,0,0,0,0,0,0,0,0,0
E14001296,E12000008,Hove and Portslade,,South East,England,Peter,Kyle,Male,Lab hold,Lab,Green,74063,51909,247,19791,27209,52.4%,27209,52.4%,6630,27209,3046,4558,7418,0,0,0,0,0,0,0,3048,0
E14001297,E12000003,Huddersfield,,Yorkshire and The Humber,England,Harpreet,Uppal,Female,Lab hold,Lab,Green,77795,40165,147,4533,15101,37.6%,15101,37.6%,6559,15101,1741,6196,10568,0,0,0,0,0,0,0,0,0
E14001298,E12000006,Huntingdon,,East of England,England,Ben,Obese-Jecty,Male,Con hold,Con,Lab,79074,52040,194,1499,18257,35.1%,18257,35.1%,18257,16758,4821,8039,3042,0,0,0,0,0,0,0,1123,0
E14001299,E12000002,Hyndburn,,North West,England,Sarah,Smith,Female,Lab gain from Con,Lab,Con,67147,36374,149,1687,12186,33.5%,12186,33.5%,10499,12186,1210,7541,4938,0,0,0,0,0,0,0,0,0
E14001300,E12000007,Ilford North,,London,England,Wes,Streeting,Male,Lab hold,Lab,Ind,78657,46888,121,528,15647,33.4%,15647,33.4%,9619,15647,1088,3621,1794,0,0,0,0,0,0,0,15119,0
E14001301,E12000007,Ilford South,,London,England,Jas,Athwal,Male,Lab hold,Lab,Ind,80993,41170,167,6894,16537,40.2%,16537,40.2%,6142,16537,1340,2329,3437,0,0,0,0,0,0,0,11385,0
S14000093,S92000003,Inverclyde and Renfrewshire West,,Scotland,Scotland,Martin,McCluskey,Male,Lab gain from SNP,Lab,SNP,70126,40350,101,6371,18931,46.9%,18931,46.9%,2863,18931,1259,2476,1173,12560,0,0,0,0,0,0,1088,0
S14000094,S92000003,"Inverness, Skye and West Ross-shire",,Scotland,Scotland,Angus,MacDonald,Male,LD gain from SNP,LD,SNP,77927,48056,168,2160,18159,37.8%,18159,37.8%,2502,6246,18159,2934,2038,15999,0,0,0,0,0,0,178,0
E14001302,E12000006,Ipswich,,East of England,England,Jack,Abbott,Male,Lab gain from Con,Lab,Con,75396,44071,167,7403,19099,43.3%,19099,43.3%,11696,19099,2241,7027,3652,0,0,0,0,0,0,0,356,0
E14001303,E12000008,Isle of Wight East,,South East,England,Joe,Robertson,Male,Con hold,Con,RUK,55855,34078,71,3323,10427,30.6%,10427,30.6%,10427,6264,3550,7104,6313,0,0,0,0,0,0,0,420,0
E14001304,E12000008,Isle of Wight West,,South East,England,Richard,Quigley,Male,Lab gain from Con,Lab,Con,55406,34290,78,3177,13240,38.6%,13240,38.6%,10063,13240,2726,5834,2310,0,0,0,0,0,0,0,117,0
E14001305,E12000007,Islington North,,London,England,Jeremy,Corbyn,Male,Ind gain from Lab,Ind,Lab,72852,49006,189,7247,16873,34.4%,16873,34.4%,1950,16873,1661,1710,2660,0,0,0,0,0,0,0,24152,24120
E14001306,E12000007,Islington South and Finsbury,,London,England,Emily,Thornberry,Female,Lab hold,Lab,Green,74122,42754,235,15455,22946,53.7%,22946,53.7%,3584,22946,4045,3388,7491,0,0,0,0,0,0,0,1300,0
E14001307,E12000001,Jarrow and Gateshead East,,North East,England,Kate,Osborne,Female,Lab hold,Lab,RUK,70272,36728,85,8964,18856,51.3%,18856,51.3%,3354,18856,1740,9892,2384,0,0,0,0,0,0,0,502,0
E14001308,E12000003,Keighley and Ilkley,,Yorkshire and The Humber,England,Robbie,Moore,Male,Con hold,Con,Lab,74367,46186,175,1625,18589,40.2%,18589,40.2%,18589,16964,970,4782,2447,0,0,0,0,0,0,0,2434,0
E14001309,E12000005,Kenilworth and Southam,,West Midlands,England,Jeremy,Wright,Male,Con hold,Con,Lab,74923,53320,184,6574,19395,36.4%,19395,36.4%,19395,12821,10464,6920,3125,0,0,0,0,0,0,0,595,0
E14001310,E12000007,Kensington and Bayswater,,London,England,Joe,Powell,Male,Lab hold,Lab,Con,77306,41908,213,2903,17025,40.6%,17025,40.6%,14122,17025,2910,2514,2732,0,0,0,0,0,0,0,2605,0
E14001311,E12000004,Kettering,,East Midlands,England,Rosie,Wrighting,Female,Lab gain from Con,Lab,Con,79360,50231,152,3820,18009,35.9%,18009,35.9%,14189,18009,1357,8468,7004,0,0,0,0,0,0,0,1204,0
S14000110,S92000003,Kilmarnock and Loudoun,,Scotland,Scotland,Lillian,Jones,Female,Lab gain from SNP,Lab,SNP,74628,42478,134,5119,19055,44.9%,19055,44.9%,3527,19055,850,3472,1237,13936,0,0,0,0,0,0,401,0
E14001312,E12000007,Kingston and Surbiton,,London,England,Ed,Davey,Male,LD hold,LD,Con,77353,50664,149,17235,25870,51.1%,25870,51.1%,8635,6561,25870,4787,3009,0,0,0,0,0,0,0,1802,0
E14001313,E12000003,Kingston upon Hull East,,Yorkshire and The Humber,England,Karl,Turner,Male,Lab hold,Lab,RUK,70650,29816,88,3920,13047,43.8%,13047,43.8%,2715,13047,3252,9127,1675,0,0,0,0,0,0,0,0,0
E14001314,E12000003,Kingston upon Hull North and Cottingham,,Yorkshire and The Humber,England,Diana,Johnson,Female,Lab hold,Lab,RUK,75280,38228,137,10679,18480,48.3%,18480,48.3%,4897,18480,3246,7801,2322,0,0,0,0,0,0,0,1482,0
E14001315,E12000003,Kingston upon Hull West and Haltemprice,,Yorkshire and The Humber,England,Emma,Hardy,Female,Lab gain from Con,Lab,RUK,73252,38178,116,8979,17875,46.8%,17875,46.8%,6924,17875,2625,8896,1748,0,0,0,0,0,0,0,110,0
E14001316,E12000005,Kingswinford and South Staffordshire,,West Midlands,England,Mike,Wood,Male,Con hold,Con,Lab,71645,45180,146,6303,18199,40.3%,18199,40.3%,18199,11896,2080,9928,2077,0,0,0,0,0,0,0,1000,0
E14001317,E12000002,Knowsley,,North West,England,Anneliese,Midgley,Female,Lab hold,Lab,RUK,71964,36047,88,18319,24243,67.3%,24243,67.3%,1496,24243,1232,5924,2772,0,0,0,0,0,0,0,380,0
N05000009,N92000002,Lagan Valley,,Northern Ireland,Northern Ireland,Sorcha-Lucy,Eastwood,Female,APNI gain from DUP,APNI,DUP,82201,49081,162,2959,18618,37.9%,18618,37.9%,0,0,0,0,433,0,0,15659,0,1028,11157,18618,2186,0
E14001318,E12000002,Lancaster and Wyre,,North West,England,Cat,Smith,Female,Lab gain from Con,Lab,Con,74760,43008,199,9253,19315,44.9%,19315,44.9%,10062,19315,1529,6866,5236,0,0,0,0,0,0,0,0,0
E14001319,E12000003,Leeds Central and Headingley,,Yorkshire and The Humber,England,Alex,Sobel,Male,Lab hold,Lab,Green,70554,31595,135,8422,15853,50.2%,15853,50.2%,2237,15853,2611,2399,7431,0,0,0,0,0,0,0,1064,0
E14001320,E12000003,Leeds East,,Yorkshire and The Humber,England,Richard,Burgon,Male,Lab hold,Lab,RUK,76207,39388,129,11265,18610,47.2%,18610,47.2%,6898,18610,1445,7345,3506,0,0,0,0,0,0,0,1584,0
E14001321,E12000003,Leeds North East,,Yorkshire and The Humber,England,Fabian,Hamilton,Male,Lab hold,Lab,Con,70178,45167,221,16083,23260,51.5%,23260,51.5%,7177,23260,2168,3426,5911,0,0,0,0,0,0,0,3225,0
E14001322,E12000003,Leeds North West,,Yorkshire and The Humber,England,Katie,White,Female,Lab gain from Con,Lab,Con,71592,49777,176,11896,22882,46.0%,22882,46.0%,10986,22882,5641,5935,3231,0,0,0,0,0,0,0,1102,0
E14001323,E12000003,Leeds South,,Yorkshire and The Humber,England,Hilary,Benn,Male,Lab hold,Lab,Green,75953,31678,473,11279,17117,54.0%,17117,54.0%,4172,17117,1340,0,5838,0,0,0,0,0,0,0,3211,0
E14001324,E12000003,Leeds South West and Morley,,Yorkshire and The Humber,England,Mark,Sewards,Male,Lab gain from Con,Lab,Con,71854,40209,114,8423,17681,44.0%,17681,44.0%,9258,17681,1798,8187,2522,0,0,0,0,0,0,0,763,0
E14001325,E12000003,Leeds West and Pudsey,,Yorkshire and The Humber,England,Rachel,Reeves,Female,Lab hold,Lab,Con,70069,38494,121,12392,18976,49.3%,18976,49.3%,6584,18976,1743,6281,3794,0,0,0,0,0,0,0,1116,0
E14001326,E12000004,Leicester East,,East Midlands,England,Shivani,Raja,Female,Con gain from Lab,Con,Lab,76560,46714,255,4426,14526,31.1%,14526,31.1%,14526,10100,6329,2611,2143,0,0,0,0,0,0,0,11005,0
E14001327,E12000004,Leicester South,,East Midlands,England,Shockat,Adam,Male,Ind gain from Lab,Ind,Lab,70867,41837,158,979,13760,32.9%,13760,32.9%,4820,13760,1425,2470,3826,0,0,0,0,0,0,0,15536,14739
E14001328,E12000004,Leicester West,,East Midlands,England,Liz,Kendall,Female,Lab hold,Lab,Con,74102,35397,161,8777,15798,44.6%,15798,44.6%,7021,15798,2179,5666,4089,0,0,0,0,0,0,0,644,0
E14001329,E12000002,Leigh and Atherton,,North West,England,Jo,Platt,Female,Lab gain from Con,Lab,RUK,79978,41170,147,8881,19971,48.5%,19971,48.5%,6483,19971,1597,11090,1653,0,0,0,0,0,0,0,376,0
E14001330,E12000008,Lewes,,South East,England,James,MacCleary,Male,LD gain from Con,LD,Con,76166,53173,171,12624,26895,50.6%,26895,50.6%,14271,3574,26895,6335,1869,0,0,0,0,0,0,0,229,0
E14001331,E12000007,Lewisham East,,London,England,Janet,Daby,Female,Lab hold,Lab,Green,73380,40637,192,18073,23646,58.2%,23646,58.2%,4401,23646,2471,3469,5573,0,0,0,0,0,0,0,1077,0
E14001332,E12000007,Lewisham North,,London,England,Vicky,Foxcroft,Female,Lab hold,Lab,Green,74205,44167,262,15782,25467,57.7%,25467,57.7%,2701,25467,3284,2000,9685,0,0,0,0,0,0,0,1030,0
E14001333,E12000007,Lewisham West and East Dulwich,,London,England,Ellie,Reeves,Female,Lab hold,Lab,Green,69386,46414,213,18397,27406,59.0%,27406,59.0%,3477,27406,3558,2234,9009,0,0,0,0,0,0,0,730,0
E14001334,E12000007,Leyton and Wanstead,,London,England,Calvin,Bailey,Male,Lab hold,Lab,Green,71491,43732,208,13964,20755,47.5%,20755,47.5%,4846,20755,2815,2475,6791,0,0,0,0,0,0,0,6050,0
E14001335,E12000005,Lichfield,,West Midlands,England,Dave,Robertson,Male,Lab gain from Con,Lab,Con,76118,49104,159,810,17232,35.1%,17232,35.1%,16422,17232,3572,9734,1724,0,0,0,0,0,0,0,420,0
E14001336,E12000004,Lincoln,,East Midlands,England,Hamish,Falconer,Male,Lab gain from Con,Lab,Con,72315,42160,165,8793,18470,43.8%,18470,43.8%,9677,18470,2580,7602,2751,0,0,0,0,0,0,0,1080,0
E14001337,E12000002,Liverpool Garston,,North West,England,Maria,Eagle,Female,Lab hold,Lab,RUK,69282,41993,155,20104,24510,58.4%,24510,58.4%,2943,24510,3239,4406,2816,0,0,0,0,0,0,0,4079,0
E14001338,E12000002,Liverpool Riverside,,North West,England,Kim,Johnson,Female,Lab hold,Lab,Green,71380,32381,156,14793,20039,61.9%,20039,61.9%,1155,20039,1544,3272,5246,0,0,0,0,0,0,0,1125,0
E14001339,E12000002,Liverpool Walton,,North West,England,Dan,Carden,Male,Lab hold,Lab,RUK,69317,36886,132,20245,26032,70.6%,26032,70.6%,1282,26032,945,5787,2388,0,0,0,0,0,0,0,452,0
E14001340,E12000002,Liverpool Wavertree,,North West,England,Paula,Barker,Female,Lab hold,Lab,Green,70581,39815,231,16304,23077,58.0%,23077,58.0%,1887,23077,2759,3454,6773,0,0,0,0,0,0,0,1865,0
E14001341,E12000002,Liverpool West Derby,,North West,England,Ian,Byrne,Male,Lab hold,Lab,RUK,69934,38006,162,20423,25302,66.6%,25302,66.6%,1566,25302,1276,4879,2647,0,0,0,0,0,0,0,2336,0
S14000095,S92000003,Livingston,,Scotland,Scotland,Gregor,Poynton,Male,Lab gain from SNP,Lab,SNP,78043,44840,121,3528,18324,40.9%,18324,40.9%,3469,18324,2025,3977,1704,14796,0,0,0,0,0,0,545,0
W07000098,W92000004,Llanelli,,Wales,Wales,Nia,Griffith,Female,Lab hold,Lab,RUK,71538,40744,124,1504,12751,31.3%,12751,31.3%,4275,12751,1254,11247,1106,0,9511,0,0,0,0,0,600,0
S14000096,S92000003,Lothian East,,Scotland,Scotland,Douglas,Alexander,Male,Lab gain from SNP,Lab,SNP,75456,48102,132,13265,23555,49.0%,23555,49.0%,5535,23555,2649,3039,2477,10290,0,0,0,0,0,0,557,0
E14001342,E12000004,Loughborough,,East Midlands,England,Jeevun,Sandher,Male,Lab gain from Con,Lab,Con,68961,42259,177,4960,17249,40.8%,17249,40.8%,12289,17249,2561,7204,2956,0,0,0,0,0,0,0,0,0
E14001343,E12000004,Louth and Horncastle,,East Midlands,England,Victoria,Atkins,Female,Con hold,Con,RUK,76880,46479,131,5506,17441,37.5%,17441,37.5%,17441,10475,2364,11935,2504,0,0,0,0,0,0,0,1760,0
E14001344,E12000006,Lowestoft,,East of England,England,Jess,Asato,Female,Lab gain from Con,Lab,Con,74332,41824,101,2016,14464,34.6%,14464,34.6%,12448,14464,1489,10328,3095,0,0,0,0,0,0,0,0,0
E14001345,E12000006,Luton North,,East of England,England,Sarah,Owen,Female,Lab hold,Lab,Con,74866,38745,162,7510,14677,37.9%,14677,37.9%,7167,14677,1890,4666,1940,0,0,0,0,0,0,0,8405,0
E14001346,E12000006,Luton South and South Bedfordshire,,East of England,England,Rachel,Hopkins,Female,Lab hold,Lab,Con,77312,38382,176,6858,13593,35.4%,13593,35.4%,6735,13593,2400,4759,2401,0,0,0,0,0,0,0,8494,0
E14001347,E12000002,Macclesfield,,North West,England,Tim,Roca,Male,Lab gain from Con,Lab,Con,74876,52792,143,9120,24672,46.7%,24672,46.7%,15552,24672,2482,6592,2493,0,0,0,0,0,0,0,1001,0
E14001348,E12000008,Maidenhead,,South East,England,Joshua,Reynolds,Male,LD gain from Con,LD,Con,75687,50329,516,2963,21895,43.5%,21895,43.5%,18932,5766,21895,0,1996,0,0,0,0,0,0,0,1740,0
E14001349,E12000008,Maidstone and Malling,,South East,England,Helen,Grant,Female,Con hold,Con,Lab,76449,46389,131,1674,14146,30.5%,14146,30.5%,14146,12472,6375,9316,3727,0,0,0,0,0,0,0,353,0
E14001350,E12000002,Makerfield,,North West,England,Josh,Simons,Male,Lab hold,Lab,RUK,76641,40263,135,5399,18202,45.2%,18202,45.2%,4379,18202,2735,12803,1776,0,0,0,0,0,0,0,368,0
E14001351,E12000006,Maldon,,East of England,England,John,Whittingdale,Male,Con hold,Con,RUK,78282,49841,199,6906,19374,38.9%,19374,38.9%,19374,9817,5882,12468,2300,0,0,0,0,0,0,0,0,0
E14001352,E12000002,Manchester Central,,North West,England,Lucy,Powell,Female,Lab hold,Lab,Green,85204,39725,181,13797,20184,50.8%,20184,50.8%,2823,20184,3051,4760,6387,0,0,0,0,0,0,0,2520,0
E14001353,E12000002,Manchester Rusholme,,North West,England,Afzal,Khan,Male,Lab hold,Lab,Green,72608,29033,193,8235,15054,51.9%,15054,51.9%,1678,15054,0,1313,6819,0,0,0,0,0,0,0,4169,0
E14001354,E12000002,Manchester Withington,,North West,England,Jeff,Smith,Male,Lab hold,Lab,Green,70555,41731,240,13982,22066,52.9%,22066,52.9%,2280,22066,5412,1961,8084,0,0,0,0,0,0,0,1928,0
E14001355,E12000004,Mansfield,,East Midlands,England,Steve,Yemm,Male,Lab gain from Con,Lab,Con,74535,41087,114,3485,16048,39.1%,16048,39.1%,12563,16048,799,9385,1326,0,0,0,0,0,0,0,966,0
