ONS ID,ONS region ID,Constituency name,County name,Region name,Country name,MemberFirstName,MemberSurname,Member gender,Result,First party,Second party,Electorate,Valid votes,Invalid votes,Majority,FormulaWonVotes,FormulaWonShare,WinningVotes,WinningVoteShare,Con,Lab,LD,RUK,Green,SNP,PC,DUP,SF,SDLP,UUP,APNI,All other candidates,Of which other winner
W07000081,W92000004,Aberafan Maesteg,,Wales,Wales,Stephen,Kinnock,Male,Lab hold,Lab,RUK,72580,35755,79,10354,17838,49.9%,17838,49.9%,2903,17838,916,7484,1094,0,4719,0,0,0,0,0,801,0
S14000060,S92000003,Aberdeen North,,Scotland,Scotland,Kirsty,Blackman,Female,SNP hold,SNP,Lab,75925,42095,115,1760,14533,34.5%,14533,34.5%,5881,12773,2583,3781,1275,14533,0,0,0,0,0,0,1269,0
S14000061,S92000003,Aberdeen South,,Scotland,Scotland,Stephen,Flynn,Male,SNP hold,SNP,Lab,77328,46345,178,3758,15213,32.8%,15213,32.8%,11300,11455,2921,3199,1609,15213,0,0,0,0,0,0,648,0
S14000062,S92000003,Aberdeenshire North and Moray East,,Scotland,Scotland,Seamus,Logan,Male,SNP gain from Con,SNP,Con,70058,38188,170,942,13455,35.2%,13455,35.2%,12513,3876,2782,5562,0,13455,0,0,0,0,0,0,0,0
S14000063,S92000003,Airdrie and Shotts,,Scotland,Scotland,Kenneth,Stevenson,Male,Lab gain from SNP,Lab,SNP,70199,36666,95,7547,18871,51.5%,18871,51.5%,1696,18871,725,2971,0,11324,0,0,0,0,0,0,1079,0
E14001063,E12000008,Aldershot,,South East,England,Alex,Baker,Female,Lab gain from Con,Lab,Con,78553,48544,179,5683,19764,40.7%,19764,40.7%,14081,19764,4052,8210,2155,0,0,0,0,0,0,0,282,0
E14001064,E12000005,Aldridge-Brownhills,,West Midlands,England,Wendy,Morton,Female,Con hold,Con,Lab,70268,40912,156,4294,15901,38.9%,15901,38.9%,15901,11607,1755,9903,1746,0,0,0,0,0,0,0,0,0
S14000064,S92000003,Alloa and Grangemouth,,Scotland,Scotland,Brian,Leishman,Male,Lab gain from SNP,Lab,SNP,70680,41201,74,6122,18039,43.8%,18039,43.8%,3127,18039,1151,3804,1421,11917,0,0,0,0,0,0,1742,0
E14001065,E12000002,Altrincham and Sale West,,North West,England,Connor,Rand,Male,Lab gain from Con,Lab,Con,74025,51452,184,4174,20798,40.4%,20798,40.4%,16624,20798,4727,4961,3699,0,0,0,0,0,0,0,643,0
W07000082,W92000004,Alyn and Deeside,,Wales,Wales,Mark,Tami,Male,Lab hold,Lab,RUK,75790,43392,135,8794,18395,42.4%,18395,42.4%,7892,18395,2065,9601,1926,0,1938,0,0,0,0,0,1575,0
E14001066,E12000004,Amber Valley,,East Midlands,England,Linsey,Farnsworth,Female,Lab gain from Con,Lab,RUK,71546,42531,105,3554,15746,37.0%,15746,37.0%,10725,15746,1590,12192,2278,0,0,0,0,0,0,0,0,0
S14000065,S92000003,Angus and Perthshire Glens,,Scotland,Scotland,Dave,Doogan,Male,SNP hold,SNP,Con,76668,47348,224,4870,19142,40.4%,19142,40.4%,14272,6799,3156,3246,0,19142,0,0,0,0,0,0,733,0
S14000066,S92000003,Arbroath and Broughty Ferry,,Scotland,Scotland,Stephen,Gethins,Male,SNP hold,SNP,Lab,76149,44117,161,859,15581,35.3%,15581,35.3%,6841,14722,2249,3800,0,15581,0,0,0,0,0,0,924,0
S14000067,S92000003,"Argyll, Bute and South Lochaber",,Scotland,Scotland,Brendan,O'Hara,Male,SNP hold,SNP,Con,71756,44862,216,6232,15582,34.7%,15582,34.7%,9350,8585,7359,3045,0,15582,0,0,0,0,0,0,941,0
E14001067,E12000008,Arundel and South Downs,,South East,England,Andrew,Griffith,Male,Con hold,Con,LD,77969,54740,214,12134,22001,40.2%,22001,40.2%,22001,9782,9867,7391,5515,0,0,0,0,0,0,0,184,0
E14001068,E12000004,Ashfield,,East Midlands,England,Lee,Anderson,Male,RUK gain from Con,RUK,Lab,68929,39882,102,5508,17062,42.8%,17062,42.8%,3271,11554,619,17062,1100,0,0,0,0,0,0,0,6276,0
E14001069,E12000008,Ashford,,South East,England,Sojan,Joseph,Male,Lab gain from Con,Lab,Con,76233,46975,164,1779,15262,32.5%,15262,32.5%,13483,15262,2445,10141,4355,0,0,0,0,0,0,0,1289,0
E14001070,E12000002,Ashton-under-Lyne,,North West,England,Angela,Rayner,Female,Lab hold,Lab,RUK,71002,35461,136,6791,15575,43.9%,15575,43.9%,4375,15575,1411,8784,2481,0,0,0,0,0,0,0,2835,0
E14001071,E12000008,Aylesbury,,South East,England,Laura,Kyrke-Smith,Female,Lab gain from Con,Lab,Con,79169,49940,213,630,15081,30.2%,15081,30.2%,14451,15081,10440,6746,2590,0,0,0,0,0,0,0,632,0
S14000107,S92000003,"Ayr, Carrick and Cumnock",,Scotland,Scotland,Elaine,Stewart,Female,Lab gain from SNP,Lab,SNP,70340,40936,120,4154,14930,36.5%,14930,36.5%,9247,14930,1081,3544,886,10776,0,0,0,0,0,0,472,0
E14001072,E12000008,Banbury,,South East,England,Sean,Woodcock,Male,Lab gain from Con,Lab,Con,73250,48178,187,3256,18468,38.3%,18468,38.3%,15212,18468,4352,6284,2615,0,0,0,0,0,0,0,1247,0
W07000083,W92000004,Bangor Aberconwy,,Wales,Wales,Claire,Hughes,Female,Lab gain from Con,Lab,PC,70527,41660,154,4896,14008,33.6%,14008,33.6%,9036,14008,1524,6091,1361,0,9112,0,0,0,0,0,528,0
E14001073,E12000007,Barking,,London,England,Nesil,Caliskan,Female,Lab hold,Lab,RUK,79822,36477,120,11054,16227,44.5%,16227,44.5%,4294,16227,1015,5173,4988,0,0,0,0,0,0,0,4780,0
E14001074,E12000003,Barnsley North,,Yorkshire and The Humber,England,Dan,Jarvis,Male,Lab hold,Lab,RUK,78274,36894,114,7811,18610,50.4%,18610,50.4%,3083,18610,1336,10799,1805,0,0,0,0,0,0,0,1261,0
E14001075,E12000003,Barnsley South,,Yorkshire and The Humber,England,Stephanie,Peacock,Female,Lab hold,Lab,RUK,75853,35082,78,4748,16399,46.7%,16399,46.7%,3247,16399,1172,11651,1521,0,0,0,0,0,0,0,1092,0
E14001076,E12000002,Barrow and Furness,,North West,England,Michelle,Scrogham,Female,Lab gain from Con,Lab,Con,74980,42221,141,5324,18537,43.9%,18537,43.9%,13213,18537,1680,7035,1466,0,0,0,0,0,0,0,290,0
E14001077,E12000006,Basildon and Billericay,,East of England,England,Richard,Holden,Male,Con hold,Con,Lab,76873,42124,176,20,12905,30.6%,12905,30.6%,12905,12885,2292,11354,2123,0,0,0,0,0,0,0,565,0
E14001078,E12000008,Basingstoke,,South East,England,Luke,Murphy,Male,Lab gain from Con,Lab,Con,78487,48989,189,6484,20922,42.7%,20922,42.7%,14438,20922,3176,6314,3568,0,0,0,0,0,0,0,571,0
E14001079,E12000004,Bassetlaw,,East Midlands,England,Jo,White,Female,Lab gain from Con,Lab,Con,78161,44878,150,5768,18476,41.2%,18476,41.2%,12708,18476,1996,9751,1947,0,0,0,0,0,0,0,0,0
E14001080,E12000009,Bath,,South West,England,Wera,Hobhouse,Female,LD hold,LD,Lab,69662,48130,192,11218,19883,41.3%,19883,41.3%,7659,8665,19883,3798,5952,0,0,0,0,0,0,0,2173,0
S14000068,S92000003,Bathgate and Linlithgow,,Scotland,Scotland,Kirsteen,Sullivan,Female,Lab gain from SNP,Lab,SNP,72185,42065,92,8323,19774,47.0%,19774,47.0%,3144,19774,2171,3524,1390,11451,0,0,0,0,0,0,611,0
E14001081,E12000007,Battersea,,London,England,Marsha,De Cordova,Female,Lab hold,Lab,Con,72827,47082,237,12039,22983,48.8%,22983,48.8%,10944,22983,4826,2825,4239,0,0,0,0,0,0,0,1265,0
E14001082,E12000008,Beaconsfield,,South East,England,Joy,Morrissey,Female,Con hold,Con,LD,72751,47726,162,5455,18494,38.8%,18494,38.8%,18494,7216,13039,6055,1977,0,0,0,0,0,0,0,945,0
E14001083,E12000007,Beckenham and Penge,,London,England,Liam,Conlon,Male,Lab hold,Lab,Con,77198,52222,218,12905,25753,49.3%,25753,49.3%,12848,25753,4436,5355,3830,0,0,0,0,0,0,0,0,0
E14001084,E12000006,Bedford,,East of England,England,Mohammad,Yasin,Male,Lab hold,Lab,Con,72478,40659,210,9430,18342,45.1%,18342,45.1%,8912,18342,4025,4548,2394,0,0,0,0,0,0,0,2438,0
N05000001,N92000002,Belfast East,,Northern Ireland,Northern Ireland,Gavin,Robinson,Male,DUP hold,DUP,APNI,72917,42706,184,2676,19894,46.6%,19894,46.6%,0,0,0,0,1077,0,0,19894,0,619,1818,17218,2080,0
N05000002,N92000002,Belfast North,,Northern Ireland,Northern Ireland,John,Finucane,Male,SF hold,SF,DUP,74240,40452,293,5612,17674,43.7%,17674,43.7%,0,0,0,0,1206,0,0,12062,17674,1413,0,4274,3823,0
N05000003,N92000002,Belfast South and Mid Down,,Northern Ireland,Northern Ireland,Claire,Hanna,Female,SDLP hold,SDLP,APNI,74749,43491,266,12506,21345,49.1%,21345,49.1%,0,0,0,0,1577,0,0,6859,0,21345,2653,8839,2218,0
N05000004,N92000002,Belfast West,,Northern Ireland,Northern Ireland,Paul,Maskey,Male,SF hold,SF,PBPA,75346,39743,256,15961,21009,52.9%,21009,52.9%,0,0,0,0,451,0,0,4304,21009,4318,461,1077,8123,0
E14001085,E12000007,Bermondsey and Old Southwark,,London,England,Neil,Coyle,Male,Lab hold,Lab,LD,69482,37603,180,7787,16857,44.8%,16857,44.8%,2879,16857,9070,3397,4477,0,0,0,0,0,0,0,923,0
S14000108,S92000003,"Berwickshire, Roxburgh and Selkirk",,Scotland,Scotland,John,Lamont,Male,Con hold,Con,SNP,76438,46558,138,6599,18872,40.5%,18872,40.5%,18872,6311,3686,3340,1526,12273,0,0,0,0,0,0,550,0
E14001086,E12000007,Bethnal Green and Stepney,,London,England,Rushanara,Ali,Female,Lab hold,Lab,Ind,81439,46647,320,1689,15896,34.1%,15896,34.1%,1920,15896,4777,1964,6391,0,0,0,0,0,0,0,15699,0
E14001087,E12000003,Beverley and Holderness,,Yorkshire and The Humber,England,Graham,Stuart,Male,Con hold,Con,Lab,71994,44897,144,124,15501,34.5%,15501,34.5%,15501,15377,3386,8198,1647,0,0,0,0,0,0,0,788,0
E14001088,E12000008,Bexhill and Battle,,South East,England,Kieran,Mullan,Male,Con hold,Con,Lab,72198,47750,188,2657,16186,33.9%,16186,33.9%,16186,13529,3473,7929,2972,0,0,0,0,0,0,0,3661,0
E14001089,E12000007,Bexleyheath and Crayford,,London,England,Daniel,Francis,Male,Lab gain from Con,Lab,Con,70297,43461,118,2114,15717,36.2%,15717,36.2%,13603,15717,2204,9861,2076,0,0,0,0,0,0,0,0,0
E14001090,E12000008,Bicester and Woodstock,,South East,England,Calum,Miller,Male,LD gain from Con,LD,Con,74353,50219,167,4958,19419,38.7%,19419,38.7%,14461,8236,19419,5408,2404,0,0,0,0,0,0,0,291,0
E14001091,E12000002,Birkenhead,,North West,England,Alison,McGovern,Female,Lab hold,Lab,Green,78091,43134,142,13798,22468,52.1%,22468,52.1%,3238,22468,2292,6142,8670,0,0,0,0,0,0,0,324,0
E14001092,E12000005,Birmingham Edgbaston,,West Midlands,England,Preet,Gill,Female,Lab hold,Lab,Con,71787,37428,179,8368,16599,44.3%,16599,44.3%,8231,16599,2102,4363,2797,0,0,0,0,0,0,0,3336,0
E14001093,E12000005,Birmingham Erdington,,West Midlands,England,Paulette,Hamilton,Female,Lab hold,Lab,RUK,77463,34137,152,7019,14774,43.3%,14774,43.3%,5402,14774,1128,7755,2452,0,0,0,0,0,0,0,2626,0
E14001094,E12000005,Birmingham Hall Green and Moseley,,West Midlands,England,Tahir,Ali,Male,Lab hold,Lab,Ind,76936,41606,256,5656,12798,30.8%,12798,30.8%,3845,12798,4711,2305,3913,0,0,0,0,0,0,0,14034,0
E14001095,E12000005,Birmingham Hodge Hill and Solihull North,,West Midlands,England,Liam,Byrne,Male,Lab hold,Lab,WPB,77737,34136,127,1566,10655,31.2%,10655,31.2%,4634,10655,942,6456,2360,0,0,0,0,0,0,0,9089,0
E14001096,E12000005,Birmingham Ladywood,,West Midlands,England,Shabana,Mahmood,Female,Lab hold,Lab,Ind,83693,36579,203,3421,15558,42.5%,15558,42.5%,2218,15558,1711,1477,3478,0,0,0,0,0,0,0,12137,0
E14001097,E12000005,Birmingham Northfield,,West Midlands,England,Laurence,Turner,Male,Lab gain from Con,Lab,Con,74048,37652,138,5389,14929,39.6%,14929,39.6%,9540,14929,1791,7895,2809,0,0,0,0,0,0,0,688,0
E14001098,E12000005,Birmingham Perry Barr,,West Midlands,England,Ayoub,Khan,Male,Ind gain from Lab,Ind,Lab,76350,37476,211,507,12796,34.1%,12796,34.1%,4227,12796,1302,2446,2440,0,0,0,0,0,0,0,14265,13303
E14001099,E12000005,Birmingham Selly Oak,,West Midlands,England,Al,Carns,Male,Lab hold,Lab,Con,75678,38423,144,11537,17371,45.2%,17371,45.2%,5834,17371,2324,5732,4320,0,0,0,0,0,0,0,2842,0
E14001100,E12000005,Birmingham Yardley,,West Midlands,England,Jess,Phillips,Female,Lab hold,Lab,WPB,73203,36144,128,693,11275,31.2%,11275,31.2%,3634,11275,3634,5061,1958,0,0,0,0,0,0,0,10582,0
E14001101,E12000001,Bishop Auckland,,North East,England,Sam,Rushworth,Male,Lab gain from Con,Lab,Con,70745,40427,133,6672,17036,42.1%,17036,42.1%,10364,17036,1373,9466,1857,0,0,0,0,0,0,0,331,0
E14001102,E12000002,Blackburn,,North West,England,Adnan,Hussain,Male,Ind gain from Lab,Ind,Lab,73263,38887,163,132,10386,26.7%,10386,26.7%,3474,10386,689,4844,1416,0,0,0,0,0,0,0,18078,10518
E14001103,E12000002,Blackley and Middleton South,,North West,England,Graham,Stringer,Male,Lab hold,Lab,RUK,72303,31340,149,10250,16864,53.8%,16864,53.8%,3073,16864,1592,6614,3197,0,0,0,0,0,0,0,0,0
E14001104,E12000002,Blackpool North and Fleetwood,,North West,England,Lorraine,Beavers,Female,Lab gain from Con,Lab,Con,73339,41810,128,4647,16744,40.0%,16744,40.0%,12097,16744,1318,9913,1269,0,0,0,0,0,0,0,469,0
E14001105,E12000002,Blackpool South,,North West,England,Chris,Webb,Male,Lab gain from Con,Lab,RUK,77460,35180,129,6848,16916,48.1%,16916,48.1%,5504,16916,1041,10068,1207,0,0,0,0,0,0,0,444,0
W07000084,W92000004,Blaenau Gwent and Rhymney,,Wales,Wales,Nick,Smith,Male,Lab hold,Lab,PC,70153,29922,516,12183,16027,53.6%,16027,53.6%,3776,16027,1268,0,1719,0,3844,0,0,0,0,0,3288,0
E14001106,E12000001,Blaydon and Consett,,North East,England,Liz,Twist,Female,Lab hold,Lab,RUK,70487,42216,120,11153,21160,50.1%,21160,50.1%,6052,21160,2273,10007,2589,0,0,0,0,0,0,0,135,0
E14001107,E12000001,Blyth and Ashington,,North East,England,Ian,Lavery,Male,Lab hold,Lab,RUK,76595,40401,126,9173,20030,49.6%,20030,49.6%,6121,20030,1433,10857,1960,0,0,0,0,0,0,0,0,0
E14001108,E12000008,Bognor Regis and Littlehampton,,South East,England,Alison,Griffiths,Female,Con hold,Con,Lab,76854,47827,186,1765,15678,32.8%,15678,32.8%,15678,13913,5081,10262,2185,0,0,0,0,0,0,0,708,0
E14001109,E12000004,Bolsover,,East Midlands,England,Natalie,Fleet,Female,Lab gain from Con,Lab,Con,77207,42434,111,6323,17197,40.5%,17197,40.5%,10874,17197,1478,9131,3754,0,0,0,0,0,0,0,0,0
E14001110,E12000002,Bolton North East,,North West,England,Kirith,Entwistle,Female,Lab gain from Con,Lab,Con,80011,43359,148,6653,16166,37.3%,16166,37.3%,9513,16166,1507,9428,4683,0,0,0,0,0,0,0,2062,0
E14001111,E12000002,Bolton South and Walkden,,North West,England,Yasmin,Qureshi,Female,Lab hold,Lab,RUK,79622,36930,138,6743,15093,40.9%,15093,40.9%,4170,15093,1384,8350,2827,0,0,0,0,0,0,0,5106,0
E14001112,E12000002,Bolton West,,North West,England,Phil,Brickell,Male,Lab gain from Con,Lab,Con,74933,44598,180,4945,17363,38.9%,17363,38.9%,12418,17363,1966,8517,4132,0,0,0,0,0,0,0,202,0
E14001113,E12000002,Bootle,,North West,England,Peter,Dowd,Male,Lab hold,Lab,RUK,73037,38880,139,21983,26729,68.7%,26729,68.7%,1674,26729,1301,4746,3904,0,0,0,0,0,0,0,526,0
E14001114,E12000004,Boston and Skegness,,East Midlands,England,Richard,Tice,Male,RUK gain from Con,RUK,Con,75811,40455,128,2010,15520,38.4%,15520,38.4%,13510,7629,1375,15520,1506,0,0,0,0,0,0,0,915,0
E14001115,E12000009,Bournemouth East,,South West,England,Tom,Hayes,Male,Lab gain from Con,Lab,Con,72354,44910,143,5479,18316,40.8%,18316,40.8%,12837,18316,3082,6268,2790,0,0,0,0,0,0,0,1617,0
E14001116,E12000009,Bournemouth West,,South West,England,Jessica,Toale,Female,Lab gain from Con,Lab,Con,70259,39418,137,3224,14365,36.4%,14365,36.4%,11141,14365,4311,6647,2614,0,0,0,0,0,0,0,340,0
E14001117,E12000008,Bracknell,,South East,England,Peter,Swallow,Male,Lab gain from Con,Lab,Con,71660,43837,155,784,14783,33.7%,14783,33.7%,13999,14783,4768,7445,2166,0,0,0,0,0,0,0,676,0
E14001118,E12000003,Bradford East,,Yorkshire and The Humber,England,Imran,Hussain,Male,Lab hold,Lab,Ind,75164,37216,148,6189,14098,37.9%,14098,37.9%,3450,14098,1910,4952,2571,0,0,0,0,0,0,0,10235,0
E14001119,E12000003,Bradford South,,Yorkshire and The Humber,England,Judith,Cummins,Female,Lab hold,Lab,RUK,70999,33042,91,4392,11833,35.8%,11833,35.8%,4853,11833,954,7441,3366,0,0,0,0,0,0,0,4595,0
E14001120,E12000003,Bradford West,,Yorkshire and The Humber,England,Naz,Shah,Female,Lab hold,Lab,Ind,77897,37081,219,707,11724,31.6%,11724,31.6%,3055,11724,756,2958,3690,0,0,0,0,0,0,0,14898,0
E14001121,E12000006,Braintree,,East of England,England,James,Cleverly,Male,Con hold,Con,Lab,77673,49028,167,3670,17414,35.5%,17414,35.5%,17414,13744,2879,11346,2878,0,0,0,0,0,0,0,767,0
W07000085,W92000004,"Brecon, Radnor and Cwm Tawe",,Wales,Wales,David,Chadwick,Male,LD gain from Con,LD,Con,73114,46548,120,1472,13736,29.5%,13736,29.5%,12264,9904,13736,6567,1188,0,2280,0,0,0,0,0,609,0
E14001122,E12000007,Brent East,,London,England,Dawn,Butler,Female,Lab hold,Lab,Con,77547,37802,243,13047,19370,51.2%,19370,51.2%,6323,19370,2635,2024,3729,0,0,0,0,0,0,0,3721,0
E14001123,E12000007,Brent West,,London,England,Barry,Gardiner,Male,Lab hold,Lab,Con,80027,41376,199,3793,17258,41.7%,17258,41.7%,13465,17258,3013,2061,2805,0,0,0,0,0,0,0,2774,0
E14001124,E12000007,Brentford and Isleworth,,London,England,Ruth,Cadbury,Female,Lab hold,Lab,Con,79423,45254,219,9824,20007,44.2%,20007,44.2%,10183,20007,3863,3940,4029,0,0,0,0,0,0,0,3232,0
E14001125,E12000006,Brentwood and Ongar,,East of England,England,Alex,Burghart,Male,Con hold,Con,RUK,75352,48332,169,5980,17731,36.7%,17731,36.7%,17731,11082,5809,11751,1770,0,0,0,0,0,0,0,189,0
W07000086,W92000004,Bridgend,,Wales,Wales,Chris,Elmore,Male,Lab gain from Con,Lab,RUK,73168,41374,108,8595,16516,39.9%,16516,39.9%,6764,16516,1446,7921,1760,0,3629,0,0,0,0,0,3338,0
E14001126,E12000009,Bridgwater,,South West,England,Ashley,Fox,Male,Con hold,Con,Lab,71571,40129,149,1349,12281,30.6%,12281,30.6%,12281,10932,5781,8913,1720,0,0,0,0,0,0,0,502,0
E14001127,E12000003,Bridlington and The Wolds,,Yorkshire and The Humber,England,Charlie,Dewhirst,Male,Con hold,Con,Lab,74438,42937,140,3125,14846,34.6%,14846,34.6%,14846,11721,3097,10350,1595,0,0,0,0,0,0,0,1328,0
E14001128,E12000003,Brigg and Immingham,,Yorkshire and The Humber,England,Martin,Vickers,Male,Con hold,Con,Lab,73099,42508,168,3243,15905,37.4%,15905,37.4%,15905,12662,1442,10594,1905,0,0,0,0,0,0,0,0,0
E14001129,E12000008,Brighton Kemptown and Peacehaven,,South East,England,Chris,Ward,Male,Lab hold,Lab,Con,68784,40686,557,9663,17893,44.0%,17893,44.0%,8230,17893,3949,0,7997,0,0,0,0,0,0,0,2617,0
E14001130,E12000008,Brighton Pavilion,,South East,England,Siân,Berry,Female,Green hold,Green,Lab,74786,52363,209,14290,28809,55.0%,28809,55.0%,3975,14519,1604,2836,28809,0,0,0,0,0,0,0,620,0
E14001131,E12000009,Bristol Central,,South West,England,Carla,Denyer,Female,Green gain from Lab,Green,Lab,62735,43365,165,10407,24539,56.6%,24539,56.6%,1998,14132,1162,1338,24539,0,0,0,0,0,0,0,196,0
E14001132,E12000009,Bristol East,,South West,England,Kerry,McCarthy,Female,Lab hold,Lab,Green,75917,46109,845,6606,20748,45.0%,20748,45.0%,6435,20748,2713,0,14142,0,0,0,0,0,0,0,2071,0
E14001133,E12000009,Bristol North East,,South West,England,Damien,Egan,Male,Lab hold,Lab,Green,70076,41989,160,11167,19004,45.3%,19004,45.3%,6216,19004,1964,5418,7837,0,0,0,0,0,0,0,1550,0
E14001134,E12000009,Bristol North West,,South West,England,Darren,Jones,Male,Lab hold,Lab,Green,74869,48464,264,15669,24058,49.6%,24058,49.6%,6773,24058,4159,4863,8389,0,0,0,0,0,0,0,222,0
E14001135,E12000009,Bristol South,,South West,England,Karin,Smyth,Female,Lab hold,Lab,Green,75533,43403,179,7666,18521,42.7%,18521,42.7%,4947,18521,2721,6195,10855,0,0,0,0,0,0,0,164,0
E14001136,E12000006,Broadland and Fakenham,,East of England,England,Jerome,Mayhew,Male,Con hold,Con,Lab,76863,49513,192,719,16322,33.0%,16322,33.0%,16322,15603,5526,8859,3203,0,0,0,0,0,0,0,0,0
E14001137,E12000007,Bromley and Biggin Hill,,London,England,Peter,Fortune,Male,Con hold,Con,Lab,70713,46788,173,302,15929,34.0%,15929,34.0%,15929,15627,4352,8203,2583,0,0,0,0,0,0,0,94,0
E14001138,E12000005,Bromsgrove,,West Midlands,England,Bradley,Thomas,Male,Con hold,Con,Lab,76468,50405,140,3016,16533,32.8%,16533,32.8%,16533,13517,7391,9584,1675,0,0,0,0,0,0,0,1705,0
E14001139,E12000006,Broxbourne,,East of England,England,Lewis,Cocking,Male,Con hold,Con,Lab,75210,42952,142,2858,15810,36.8%,15810,36.8%,15810,12952,2688,8782,2461,0,0,0,0,0,0,0,259,0
E14001140,E12000004,Broxtowe,,East Midlands,England,Juliet,Campbell,Female,Lab gain from Con,Lab,Con,70440,47838,165,8403,19561,40.9%,19561,40.9%,11158,19561,3807,8402,3488,0,0,0,0,0,0,0,1422,0
E14001141,E12000008,Buckingham and Bletchley,,South East,England,Callum,Anderson,Male,Lab gain from Con,Lab,Con,74832,47641,206,2421,17602,36.9%,17602,36.9%,15181,17602,4300,7468,2590,0,0,0,0,0,0,0,500,0
E14001142,E12000002,Burnley,,North West,England,Oliver,Ryan,Male,Lab gain from Con,Lab,LD,74954,39719,130,3420,12598,31.7%,12598,31.7%,8058,12598,9178,7755,1518,0,0,0,0,0,0,0,612,0
E14001143,E12000005,Burton and Uttoxeter,,West Midlands,England,Jacob,Collier,Male,Lab gain from Con,Lab,Con,77994,45627,161,2266,16222,35.6%,16222,35.6%,13956,16222,1663,9611,2119,0,0,0,0,0,0,0,2056,0
E14001144,E12000002,Bury North,,North West,England,James,Frith,Male,Lab gain from Con,Lab,Con,77686,45520,174,6944,19625,43.1%,19625,43.1%,12681,19625,1317,7385,1747,0,0,0,0,0,0,0,2765,0
E14001145,E12000002,Bury South,,North West,England,Christian,Wakeford,Male,Lab gain from Con,Lab,Con,75326,42214,170,9361,19247,45.6%,19247,45.6%,9886,19247,1796,6865,2715,0,0,0,0,0,0,0,1705,0
E14001146,E12000006,Bury St Edmunds and Stowmarket,,East of England,England,Peter,Prinsley,Male,Lab gain from Con,Lab,Con,78479,50893,193,1452,16745,32.9%,16745,32.9%,15293,16745,3154,8595,5761,0,0,0,0,0,0,0,1345,0
W07000087,W92000004,Caerfyrddin,,Wales,Wales,Ann,Davies,Female,PC gain from Con,PC,Lab,74005,45604,187,4535,15520,34.0%,15520,34.0%,8825,10985,1461,6944,1371,0,15520,0,0,0,0,0,498,0
W07000088,W92000004,Caerphilly,,Wales,Wales,Chris,Evans,Male,Lab hold,Lab,PC,72648,38234,156,6419,14538,38.0%,14538,38.0%,4385,14538,1788,7754,1650,0,8119,0,0,0,0,0,0,0
S14000069,S92000003,"Caithness, Sutherland and Easter Ross",,Scotland,Scotland,Jamie,Stone,Male,LD gain from SNP,LD,SNP,74627,46048,122,10489,22736,49.4%,22736,49.4%,1860,3409,22736,3360,1641,12247,0,0,0,0,0,0,795,0
E14001147,E12000003,Calder Valley,,Yorkshire and The Humber,England,Josh,Fenton-Glynn,Male,Lab gain from Con,Lab,Con,77364,49608,188,8991,22046,44.4%,22046,44.4%,13055,22046,2587,7644,3701,0,0,0,0,0,0,0,575,0
E14001148,E12000009,Camborne and Redruth,,South West,England,Perran,Moon,Male,Lab gain from Con,Lab,Con,74342,47785,196,7806,19360,40.5%,19360,40.5%,11554,19360,4113,8952,2840,0,0,0,0,0,0,0,966,0
E14001149,E12000006,Cambridge,,East of England,England,Daniel,Zeichner,Male,Lab hold,Lab,LD,70321,42100,372,11078,19614,46.6%,19614,46.6%,5073,19614,8536,0,6842,0,0,0,0,0,0,0,2035,0
E14001150,E12000005,Cannock Chase,,West Midlands,England,Josh,Newbury,Male,Lab gain from Con,Lab,Con,76974,42953,119,3125,15671,36.5%,15671,36.5%,12546,15671,1029,11570,2137,0,0,0,0,0,0,0,0,0
E14001151,E12000008,Canterbury,,South East,England,Rosie,Duffield,Female,Lab hold,Lab,Con,71155,47231,173,8653,19531,41.4%,19531,41.4%,10878,19531,3812,6805,5920,0,0,0,0,0,0,0,285,0
W07000089,W92000004,Cardiff East,,Wales,Wales,Jo,Stevens,Female,Lab hold,Lab,LD,72876,39123,172,9097,15833,40.5%,15833,40.5%,3913,15833,6736,4980,3916,0,3550,0,0,0,0,0,195,0
W07000090,W92000004,Cardiff North,,Wales,Wales,Anna,McMorrin,Female,Lab hold,Lab,Con,71460,47473,232,11207,20849,43.9%,20849,43.9%,9642,20849,3168,5985,3160,0,4669,0,0,0,0,0,0,0
W07000091,W92000004,Cardiff South and Penarth,,Wales,Wales,Stephen,Doughty,Male,Lab hold,Lab,Green,73060,39176,221,11767,17428,44.5%,17428,44.5%,5459,17428,2908,4493,5661,0,3227,0,0,0,0,0,0,0
W07000092,W92000004,Cardiff West,,Wales,Wales,Alex,Barros-Curtis,Male,Lab hold,Lab,PC,75697,44757,195,7019,16442,36.7%,16442,36.7%,6835,16442,1921,5626,3157,0,9423,0,0,0,0,0,1353,0
E14001152,E12000002,Carlisle,,North West,England,Julie,Minns,Female,Lab gain from Con,Lab,Con,77863,45979,152,5200,18129,39.4%,18129,39.4%,12929,18129,2982,9295,1922,0,0,0,0,0,0,0,722,0
E14001153,E12000007,Carshalton and Wallington,,London,England,Bobby,Dean,Male,LD gain from Con,LD,Con,74362,46670,117,7905,20126,43.1%,20126,43.1%,12221,6108,20126,5941,1517,0,0,0,0,0,0,0,757,0
E14001154,E12000006,Castle Point,,East of England,England,Rebecca,Harris,Female,Con hold,Con,RUK,71026,40633,138,3251,15485,38.1%,15485,38.1%,15485,9455,1341,12234,2118,0,0,0,0,0,0,0,0,0
